Address,Alcohol,Ambience,Area,Best Nights,Bike Parking,Good For Dancing,Good for Groups,Happy Hour,Has Pool Table,Has TV,Music,Name,Noise Level,Outdoor Seating,Parking,Price_Level,Price_Range,Rating,Reviews,Smoking,Takes Reservations,Waiter Service,Waiter_Service,Wi-Fi,index
"1366 N Milwaukee Ave Chicago, IL 60622",Full Bar,Hipster,"West Town, Wicker Park","Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,Emporium Arcade Bar,Loud,No,Street,$,Inexpensive,4.0,487,No,Yes,,,No,0.0
"116 N Green St Chicago, IL 60607",Full Bar,Romantic,"Near West Side, West Loop","Tue, Fri, Sat",Yes,No,Yes,No,,No,Background,RM Champagne,Average,Yes,"Valet, Street",$$$,31-60,4.0,474,No,Yes,,Yes,Free,0.0
"2624 N Lincoln Ave Chicago, IL 60614",Full Bar,Trendy,"Lincoln Park, DePaul","Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,The Barrelhouse Flat,Average,No,Street,$$,11-30,4.0,433,No,No,,,,0.0
"2149 S Halsted St Chicago, IL 60608",Full Bar,Hipster,Pilsen,"Thu, Fri, Sat",Yes,No,Yes,No,No,No,Juke Box,Skylark,Average,No,Street,$,Inexpensive,4.0,403,No,No,,,No,0.0
"1935 W Chicago Ave Chicago, IL 60622",Full Bar,Divey,"West Town, Ukrainian Village","Mon, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Cleos,Average,Yes,Street,$$,11-30,4.0,377,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"4352 N Leavitt St Chicago, IL 60618",Full Bar,Trendy,North Center,"Wed, Thu, Sat",Yes,No,Yes,Yes,No,Yes,Background,Tiny Lounge,Average,Yes,Street,$$,11-30,4.0,388,No,No,,Yes,Free,0.0
"601 N State St Chicago, IL 60654",Full Bar,Intimate,Near North Side,"Wed, Fri, Sat",No,No,Yes,No,No,No,Background,Watershed,Average,No,Street,$$,Moderate,4.0,339,No,No,,,,0.0
"678 N Orleans St Chicago, IL 60654",Full Bar,Casual,"Near North Side, River North","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Green Door Tavern,Average,No,Street,$$,11-30,4.0,355,No,No,,Yes,Free,0.0
"1816 N Clark St Fl 13 Chicago, IL 60614",Full Bar,"Trendy, Classy",Lincoln Park,"Thu, Fri, Sat",Yes,No,Yes,No,No,No,Background,The J Parker,Average,Yes,"Valet, Street",$$,Moderate,3.5,377,No,No,,,No,0.0
"1002 N California Ave Chicago, IL 60622",Full Bar,Casual,"Humboldt Park, West Town","Tue, Fri, Sat",Yes,Yes,Yes,No,No,No,Live,The California Clipper,Average,No,Street,$$,Moderate,4.0,324,No,No,,,No,0.0
"3730 N Clark St Chicago, IL 60613",Full Bar,,Lakeview,"Fri, Sat, Sun",Yes,Yes,Yes,No,No,No,DJ,Smart Bar,Very Loud,No,Street,$$,Moderate,4.0,322,No,No,,,,0.0
"218 Travis St Houston, TX 77002",Full Bar,Trendy,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Hearsay Gastro Lounge,Average,Yes,Street,$$,11-30,4.0,1182,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"2424 Dunstan Rd Ste 125 Houston, TX 77005",Full Bar,Trendy,West University,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,benjy’s,Average,Yes,Private Lot,$$,11-30,4.0,872,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"1424 Westheimer Rd Ste B Houston, TX 77006",Full Bar,Trendy,Montrose,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Anvil Bar & Refuge,Loud,No,Street,$$,Moderate,4.0,781,Outdoor Area / Patio Only,No,,,No,0.0
"1100 Westheimer Rd Houston, TX 77006",Beer & Wine Only,Casual,Montrose,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,The Hay Merchant,Loud,Yes,"Street, Private Lot",$$,11-30,4.0,810,Outdoor Area / Patio Only,No,,Yes,No,0.0
"307 Fairview St Houston, TX 77006",Full Bar,Casual,"Fourth Ward, Midtown, Montrose","Thu, Fri, Sat",Yes,No,Yes,Yes,,No,,Boheme,Average,Yes,"Valet, Street, Private Lot",$$,11-30,3.5,684,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"3004 Canal St Houston, TX 77003",Beer & Wine Only,Hipster,Second Ward,"Wed, Fri, Sat",Yes,No,Yes,No,No,No,,Moon Tower Inn,Average,Yes,"Street, Private Lot",$$,11-30,4.0,617,Yes,No,,No,No,0.0
"705 Main St Houston, TX 77002",Full Bar,Casual,"Fourth Ward, Downtown","Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Flying Saucer Draught Emporium,Loud,Yes,"Garage, Street, Private Lot",$$,11-30,4.0,580,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"985 Wakefield Dr Houston, TX 77018",Beer & Wine Only,Casual,Oak Forest/Garden Oaks,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Background,Petrol Station,Average,Yes,Street,$$,11-30,4.0,600,Outdoor Area / Patio Only,No,,No,Free,0.0
"1034 W 20th St Houston, TX 77008",Full Bar,Casual,The Heights,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Cedar Creek Bar & Grill,Average,Yes,Private Lot,$$,11-30,3.5,549,Outdoor Area / Patio Only,No,,No,Free,0.0
"2032 Karbach St Houston, TX 77092",Beer & Wine Only,"Casual, Trendy",Lazy Brook/Timbergrove,,Yes,,Yes,,,Yes,,Karbach Brewing Company,Average,Yes,"Street, Private Lot",$$,11-30,4.0,523,,Yes,,Yes,Free,0.0
"300 Main St Houston, TX 77002",Full Bar,Hipster,"Fourth Ward, Downtown","Mon, Fri, Sat",Yes,No,Yes,Yes,No,No,,The Honeymoon Cafe & Bar,Average,Yes,Street,$$,11-30,3.5,473,Outdoor Area / Patio Only,No,,No,Free,0.0
"3833 Richmond Ave Houston, TX 77027",Full Bar,Trendy,Greenway,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Background,Oporto Café,Average,Yes,Private Lot,$$,11-30,4.0,401,No,No,,Yes,Free,0.0
"1517 Alabama St Houston, TX 77004",Beer & Wine Only,"Hipster, Casual",Midtown,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Axelrad,Average,Yes,"Street, Private Lot",$$,Moderate,4.5,469,Outdoor Area / Patio Only,No,,,No,0.0
"602 Studewood St Houston, TX 77007",Full Bar,Trendy,The Heights,,Yes,,Yes,,,Yes,,Ritual,Average,Yes,"Valet, Street",$$,11-30,4.0,452,,Yes,,Yes,Free,0.0
"3422 N Shepherd Dr Houston, TX 77018",Full Bar,Casual,Independence Heights,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Cottonwood,Average,Yes,Private Lot,$$,11-30,3.5,397,Outdoor Area / Patio Only,No,,No,Free,0.0
"1001 Austin St Houston, TX 77010",Beer & Wine Only,"Casual, Trendy",Downtown,"Tue, Thu, Sat",Yes,No,Yes,Yes,,Yes,DJ,MKT BAR,Loud,Yes,"Garage, Street",$$,11-30,4.0,379,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1641 Westheimer Rd Ste B Houston, TX 77006",Full Bar,"Divey, Hipster, Casual",Montrose,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Juke Box,Poison Girl,Average,Yes,Street,$,Inexpensive,4.0,361,Outdoor Area / Patio Only,No,,,No,0.0
"4410 Westheimer Rd Houston, TX 77027",Full Bar,Classy,Highland Village,"Mon, Fri, Sat",No,No,Yes,Yes,,No,Live,Seasons 52,Average,Yes,"Valet, Garage, Street",$$,11-30,4.0,356,No,Yes,,Yes,Free,0.0
"3000 Caroline St Houston, TX 77004",Beer & Wine Only,Intimate,Midtown,"Thu, Fri, Sun",Yes,No,Yes,No,,No,,13 Celsius,Average,Yes,Street,$$,Moderate,4.0,318,Outdoor Area / Patio Only,No,,,Free,0.0
"5607 Morningside Dr Houston, TX 77005",Beer & Wine Only,Casual,West University,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Juke Box,The Ginger Man,Average,Yes,Street,$$,Moderate,4.0,296,Outdoor Area / Patio Only,Yes,,,Free,0.0
"3315 Milam St Houston, TX 77006",Full Bar,Trendy,"Fourth Ward, Midtown","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Wooster’s Garden,Average,Yes,Private Lot,$$,Moderate,4.0,309,Outdoor Area / Patio Only,No,,,No,0.0
"711 Main St Unit 1 Houston, TX 77002",Full Bar,Casual,Downtown,"Mon, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,The Springbok,Average,Yes,Street,$$,11-30,4.0,313,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1008 Prairie St Houston, TX 77002",Full Bar,Romantic,"Fourth Ward, Downtown","Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Live,Prohibition Supperclub & Bar,Average,Yes,"Valet, Street",$$$,31-60,4.0,337,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"5320 Westheimer Rd Houston, TX 77056",Full Bar,Casual,Galleria/Uptown,"Wed, Fri, Sat",No,No,Yes,Yes,No,Yes,Background,The West End,Average,Yes,Valet,$$,11-30,3.0,304,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"3622 Main St Ste D Houston, TX 77006",Full Bar,Hipster,"Fourth Ward, Midtown","Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Double Trouble Caffeine & Cocktails,Average,Yes,Street,$,Inexpensive,4.0,275,Outdoor Area / Patio Only,No,,,Free,0.0
"1011 McGowen St Houston, TX 77002",Full Bar,Trendy,Midtown,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,No,,Mongoose Versus Cobra,Average,Yes,Private Lot,$$,Moderate,4.0,268,Outdoor Area / Patio Only,Yes,,,No,0.0
"2349 Bissonnet St Houston, TX 77005",Full Bar,Casual,West University,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Under the Volcano,Average,Yes,"Street, Private Lot",$$,11-30,4.0,255,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1919 Washington Ave Houston, TX 77007",Full Bar,Trendy,Sixth Ward,"Mon, Fri, Sat",Yes,No,Yes,Yes,No,No,,Julep,Average,Yes,Private Lot,$$,11-30,4.0,260,No,No,,Yes,No,0.0
"1214 W 43rd St Houston, TX 77018",Beer & Wine Only,Casual,Oak Forest/Garden Oaks,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Background,Plonk! Beer & Wine Bistro,Average,Yes,Private Lot,$$,11-30,4.0,268,Outdoor Area / Patio Only,No,,No,No,0.0
"2913 Main St Houston, TX 77002",Full Bar,Romantic,Midtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Nouveau Antique Art Bar,Average,Yes,Private Lot,$$,Moderate,4.0,228,Outdoor Area / Patio Only,No,,,,0.0
"1613 Richmond Ave Houston, TX 77006",Full Bar,Casual,"Museum District, Montrose","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Revelry on Richmond,Average,Yes,"Valet, Private Lot",$$,11-30,4.0,264,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"310 Main St Houston, TX 77002",Full Bar,Trendy,"Fourth Ward, Downtown","Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,No,Background,The Pastry War,Average,No,Street,$$,Moderate,4.0,231,Outdoor Area / Patio Only,No,,,No,0.0
"1919 W Alabama St Houston, TX 77098",Beer & Wine Only,"Divey, Casual",Montrose,"Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,,West Alabama Ice House,Average,Yes,"Street, Private Lot",$,Inexpensive,4.0,227,Yes,Yes,,,Free,0.0
"924 Congress St Houston, TX 77002",Full Bar,Hipster,"Fourth Ward, Downtown","Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,No,,The Original OKRA Charity Saloon,Loud,No,Street,$$,Moderate,4.0,227,Outdoor Area / Patio Only,No,,,No,0.0
"6412 N Main St Ste C Houston, TX 77009",Full Bar,Casual,The Heights,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,,Lei Low,Average,No,,$$,Moderate,4.5,240,Outdoor Area / Patio Only,No,,,No,0.0
"2403 Bagby St Houston, TX 77006",Full Bar,Trendy,"Fourth Ward, Midtown","Fri, Sat, Sun",Yes,Yes,Yes,Yes,No,Yes,DJ,The Dogwood,Loud,Yes,"Valet, Street",$$,11-30,3.0,242,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"2517 Ralph St Houston, TX 77006",Full Bar,Casual,Montrose,"Wed, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,La Grange,Average,Yes,Private Lot,$$,11-30,3.5,222,Outdoor Area / Patio Only,No,,Yes,No,0.0
"920 Studemont St Ste 900 Houston, TX 77007",Full Bar,Casual,"The Heights, Washington Corridor","Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Beer Market Co.,Average,Yes,"Valet, Private Lot",$$,11-30,4.0,224,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"2750 Grant St Houston, TX 77006",Full Bar,Trendy,"Fourth Ward, Montrose","Fri, Sat, Sun",No,Yes,Yes,Yes,No,Yes,DJ,Rosemont,Average,Yes,Valet,$$,Moderate,4.0,216,Outdoor Area / Patio Only,Yes,,,,0.0
"2713 Rockyridge Dr Houston, TX 77063",Full Bar,Divey,"Fourth Ward, Montrose","Mon, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Nick’s Place,Average,Yes,"Street, Private Lot",$$,11-30,4.0,223,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"623 E Adams St Phoenix, AZ 85004",Beer & Wine Only,,"Fourth Ward, Montrose",,Yes,,No,,,No,,Pizzeria Bianco,Average,Yes,,$$,11-30,4.0,1867,,No,,Yes,No,0.0
"4400 N Central Ave Phoenix, AZ 85012",Full Bar,Hipster,"Fourth Ward, Montrose",,Yes,,Yes,,,No,,Lux Central,Average,Yes,Private Lot,$$,11-30,4.5,1633,,No,,No,Free,0.0
"1919 N 16th St Phoenix, AZ 85006",Full Bar,Casual,"Fourth Ward, Montrose",,No,,No,,,No,,La Santisima,Average,No,Street,$$,11-30,4.5,1455,,No,,Yes,No,0.0
"2 E Jefferson St Ste 150 Phoenix, AZ 85004",Full Bar,Trendy,"Fourth Ward, Montrose",,Yes,,Yes,,,Yes,,The Arrogant Butcher,Average,Yes,"Garage, Street, Private Lot, Validated",$$,11-30,4.0,1326,,Yes,,Yes,Free,0.0
"4700 N Central Ave Phoenix, AZ 85012",Full Bar,Trendy,"Fourth Ward, Montrose",,Yes,,Yes,,,Yes,,Hula’s Modern Tiki,Average,Yes,Private Lot,$$,11-30,4.0,953,,Yes,,Yes,No,0.0
"4900 E Indian School Rd Phoenix, AZ 85018",Full Bar,Casual,"Fourth Ward, Montrose",,Yes,,Yes,,,Yes,,OHSO Brewery- Arcadia,Average,Yes,"Valet, Private Lot",$$,11-30,4.0,982,,No,,Yes,Free,0.0
"5223 N Central Ave Phoenix, AZ 85012",Full Bar,Hipster,"Fourth Ward, Montrose","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Windsor,Average,Yes,"Street, Private Lot",$$,11-30,4.0,914,No,Yes,,Yes,Free,0.0
"5144 N Central Ave Phoenix, AZ 85012",Beer & Wine Only,Trendy,"Fourth Ward, Montrose","Mon, Tue, Sat",Yes,No,Yes,Yes,,No,,Postino Central,Average,Yes,"Valet, Street",$$,11-30,4.5,885,No,Yes,,Yes,Free,0.0
"3146 E Camelback Rd Phoenix, AZ 85016",Full Bar,Trendy,"Fourth Ward, Montrose","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Delux,Average,Yes,Private Lot,$$,11-30,4.0,869,No,No,,Yes,No,0.0
"810 N 2nd St Phoenix, AZ 85004",Beer & Wine Only,"Hipster, Casual, Trendy","Fourth Ward, Montrose",,Yes,,Yes,,,Yes,,Angels Trumpet Ale House,Loud,Yes,"Street, Private Lot",$$,11-30,4.0,867,,No,,Yes,Free,0.0
"4455 E Camelback Rd Phoenix, AZ 85018",Full Bar,Trendy,"Fourth Ward, Montrose",,Yes,,Yes,,,Yes,,The Henry,Average,Yes,Private Lot,$$,11-30,4.0,797,,Yes,,Yes,Free,0.0
"2603 N Central Ave Phoenix, AZ 85004",Full Bar,Trendy,"Fourth Ward, Montrose","Fri, Sat, Sun",Yes,No,Yes,Yes,,Yes,,Switch Restaurant & Wine Bar,Average,Yes,Private Lot,$$,11-30,4.0,700,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"40 N 1st St Phoenix, AZ 85004",Full Bar,Trendy,"Fourth Ward, Montrose","Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,DJ,Hanny’s,Average,No,Street,$$,11-30,3.5,656,No,Yes,,Yes,No,0.0
"924 E Roosevelt St Phoenix, AZ 85006",Full Bar,Hipster,"Fourth Ward, Montrose","Tue, Thu, Fri",Yes,No,Yes,Yes,No,No,Background,Welcome Diner,Average,Yes,Street,$$,11-30,4.5,676,Outdoor Area / Patio Only,No,,Yes,No,0.0
"4041 N 40th St Phoenix, AZ 85018",Full Bar,Trendy,"Fourth Ward, Montrose","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,The Vig,Average,Yes,"Valet, Private Lot",$$,11-30,4.0,612,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"2201 E Camelback Rd Ste 106 Phoenix, AZ 85016",Full Bar,Trendy,"Fourth Ward, Montrose","Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,The Gladly,Average,Yes,Private Lot,$$,11-30,4.5,567,No,Yes,,Yes,Free,0.0
"525 S Central Ave Phoenix, AZ 85004",Full Bar,"Hipster, Casual","Fourth Ward, Montrose","Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,No,DJ,The Duce,Average,Yes,Valet,$$,11-30,3.5,576,Outdoor Area / Patio Only,No,,No,No,0.0
"1 W Jefferson St Phoenix, AZ 85003",Full Bar,"Trendy, Classy","Fourth Ward, Montrose","Thu, Fri, Sat",No,No,Yes,Yes,No,No,,Bitter & Twisted Cocktail Parlour,Average,No,Garage,$$,Moderate,4.0,577,No,Yes,,,Free,0.0
"2337 N 7th St Phoenix, AZ 85006",Full Bar,"Hipster, Casual","Fourth Ward, Montrose",,Yes,,Yes,,,Yes,,The Main Ingredient Ale House And Café,Average,Yes,Private Lot,$$,11-30,4.0,526,,No,,Yes,No,0.0
"6015 N 16th St Phoenix, AZ 85016",Full Bar,Trendy,"Fourth Ward, Montrose",,Yes,,Yes,,,Yes,,The Vig Uptown,Average,Yes,Valet,$$,11-30,4.0,507,,Yes,,Yes,Free,0.0
"10626 N 32nd St Phoenix, AZ 85028",Full Bar,Casual,"Fourth Ward, Montrose","Tue, Fri, Sat",Yes,No,Yes,Yes,,No,,32 Shea,Average,Yes,Private Lot,$$,11-30,4.0,545,No,No,,Yes,Free,0.0
"2245 N 12th St Phoenix, AZ 85006",Full Bar,Hipster,"Fourth Ward, Montrose",,Yes,,Yes,,,Yes,,Tuck Shop,Average,No,"Street, Private Lot",$$,11-30,4.5,489,,Yes,,Yes,Free,0.0
"5101 N 44th St Phoenix, AZ 85018",Full Bar,Upscale,"Fourth Ward, Montrose","Fri, Sat, Sun",Yes,No,Yes,Yes,,Yes,Background,Steak 44,Average,Yes,"Valet, Street, Private Lot, Validated",$$$,31-60,4.5,554,No,Yes,,Yes,Free,0.0
"108 E Pierce St Phoenix, AZ 85004",Full Bar,Intimate,"Fourth Ward, Montrose","Wed, Fri, Sat",Yes,No,No,No,No,No,Background,The Breadfruit & Rum Bar,Average,Yes,Street,$$,11-30,3.5,506,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"901 N 4th St Phoenix, AZ 85004",Full Bar,"Casual, Trendy","Fourth Ward, Montrose","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Bliss Rebar,Average,Yes,Street,$$,11-30,3.5,477,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"101 E Jackson St Phoenix, AZ 85004",Full Bar,Casual,"Fourth Ward, Montrose","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Alice Cooperstown,Loud,Yes,Street,$$,11-30,3.5,479,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"2 E Jefferson St Ste 108 Phoenix, AZ 85004",Full Bar,Trendy,"Fourth Ward, Montrose","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Squid Ink,Average,Yes,Garage,$$,11-30,3.5,491,No,Yes,,Yes,Free,0.0
"308 N 2nd Ave Phoenix, AZ 85003",Full Bar,"Hipster, Casual","Fourth Ward, Montrose","Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,Live,Crescent Ballroom,Loud,Yes,Street,$$,11-30,4.5,455,Outdoor Area / Patio Only,No,,Yes,No,0.0
"3243 N 3rd St Phoenix, AZ 85012",Full Bar,Trendy,"Fourth Ward, Montrose",,Yes,,Yes,,,Yes,,Ocotillo,Average,Yes,"Street, Private Lot",$$,11-30,4.0,505,,Yes,,Yes,Free,0.0
"2 E Jefferson St Phoenix, AZ 85004",Full Bar,Trendy,"Fourth Ward, Montrose",,Yes,No,Yes,Yes,No,Yes,Background,Blue Hound Kitchen & Cocktails,Average,Yes,"Valet, Garage, Street, Validated",$$,11-30,4.0,464,No,Yes,,Yes,Free,0.0
"622 E Adams St Phoenix, AZ 85004",Full Bar,Intimate,"Fourth Ward, Montrose",,Yes,,No,,,No,,Nobuo At Teeter House,Quiet,Yes,"Garage, Validated",$$$,31-60,4.5,407,,Yes,,Yes,Free,0.0
"825 N 7th St Phoenix, AZ 85006",Full Bar,"Hipster, Casual","Fourth Ward, Montrose",,Yes,,Yes,,,Yes,,Mother Bunch Brewing,Average,No,"Valet, Street, Private Lot",$$,11-30,4.0,447,,No,,Yes,Free,0.0
"606 N 4th Ave Phoenix, AZ 85003",Full Bar,Casual,"Fourth Ward, Montrose","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,The Vig Fillmore,Average,Yes,"Valet, Street, Private Lot",$$,11-30,4.0,439,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"50 W Jefferson St Fl 2 Phoenix, AZ 85003",Full Bar,Casual,"Fourth Ward, Montrose","Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,Live,Copper Blues Rock Pub & Kitchen - Phoenix,Loud,Yes,"Garage, Validated",$$,11-30,3.5,405,No,No,,Yes,No,0.0
"320 N 3rd St Phoenix, AZ 85004",Full Bar,Trendy,"Fourth Ward, Montrose","Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Live,District American Kitchen and Wine Bar,Average,Yes,"Valet, Garage, Street, Validated",$$,11-30,3.5,379,No,Yes,,Yes,Free,0.0
"4240 N Central Ave Phoenix, AZ 85012",Full Bar,Divey,"Fourth Ward, Montrose","Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,Juke Box,George & Dragon Restaurant,Average,Yes,Private Lot,$$,11-30,3.5,375,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1514 N 7th Ave Fl 2 Phoenix, AZ 85007",Full Bar,"Hipster, Trendy","Fourth Ward, Montrose","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,DJ,SideBar,Average,No,"Street, Private Lot",$$,Moderate,4.0,345,Outdoor Area / Patio Only,No,,,,0.0
"128 E Roosevelt St Phoenix, AZ 85004",Full Bar,"Hipster, Casual","Fourth Ward, Montrose","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Carly’s Bistro,Average,No,"Street, Private Lot",$$,11-30,4.0,349,No,No,,Yes,Free,0.0
"4801 E Indian School Rd Phoenix, AZ 85018",Full Bar,Casual,"Fourth Ward, Montrose","Thu, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Arcadia Tavern,Average,Yes,"Valet, Private Lot",$$,11-30,3.5,371,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"11111 N 7th St Phoenix, AZ 85020",Full Bar,"Romantic, Classy, Upscale","Fourth Ward, Montrose",,No,,Yes,,,No,,Different Pointe of View,Average,Yes,Valet,$$$,31-60,4.0,390,,Yes,,Yes,No,0.0
"264 S 16th St Philadelphia, PA 19102",Full Bar,Casual,Rittenhouse Square,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Monk’s Cafe,Loud,No,Street,$$,11-30,4.0,1832,No,No,,Yes,No,0.0
"118 S 20th St Philadelphia, PA 19103",Full Bar,Trendy,"Rittenhouse Square, Penn Center","Thu, Fri, Sat",Yes,No,No,Yes,No,No,Background,Village Whiskey,Average,Yes,Street,$$,11-30,4.0,1330,No,No,,Yes,No,0.0
"224 S 15th St Philadelphia, PA 19102",Full Bar,Divey,"Rittenhouse Square, Avenue of the Arts South","Wed, Thu, Fri",Yes,No,Yes,Yes,No,Yes,Juke Box,Good Dog Bar,Loud,No,Street,$$,11-30,4.0,1044,No,No,,Yes,Free,0.0
"3945 Chestnut St Philadelphia, PA 19104",Full Bar,Trendy,University City,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Distrito,Average,No,Street,$$$,31-60,4.0,896,No,Yes,,Yes,No,0.0
"1210 Frankford Ave Philadelphia, PA 19125",Full Bar,Casual,Fishtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Frankford Hall,Loud,Yes,Street,$$,11-30,4.0,762,No,No,,No,Free,0.0
"123 S 18th St Philadelphia, PA 19103",Beer & Wine Only,Trendy,"Rittenhouse Square, Penn Center","Fri, Sat, Sun",Yes,No,No,No,,No,,Tria Cafe Rittenhouse,Average,Yes,"Garage, Street",$$,Moderate,4.5,748,No,No,,,Free,0.0
"112 S 18th St Philadelphia, PA 19103",Full Bar,Classy,"Rittenhouse Square, Penn Center","Tue, Fri, Sat",Yes,No,Yes,No,No,No,Background,The Franklin Mortgage & Investment Company,Average,No,"Garage, Street",$$$,Pricey,4.0,691,No,No,,,No,0.0
"22 S 3rd St Philadelphia, PA 19106",Full Bar,Casual,Old City,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,,National Mechanics,Loud,No,"Street, Private Lot",$$,11-30,4.0,704,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1310 Drury St Philadelphia, PA 19107",Full Bar,Casual,"Market East, Avenue of the Arts South","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,McGillin’s Olde Ale House,Loud,No,Street,$,Under 10,4.0,705,No,No,,Yes,Free,0.0
"136 Chestnut St Philadelphia, PA 19106",Full Bar,Casual,Old City,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Eulogy Belgian Tavern,Average,No,Street,$$,11-30,4.0,678,No,Yes,,Yes,Free,0.0
"56 S 2nd St Philadelphia, PA 19106",Full Bar,Casual,Old City,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Khyber Pass Pub,Average,No,Street,$$,11-30,4.0,689,No,No,,Yes,No,0.0
"1137 Spruce St Philadelphia, PA 19107",Beer & Wine Only,Trendy,Washington Square West,"Fri, Sat, Sun",Yes,No,No,Yes,,No,Background,Tria Cafe Wash West,Average,Yes,Street,$$,11-30,4.5,655,No,No,,Yes,Free,0.0
"931 N 2nd St Philadelphia, PA 19123",Full Bar,"Hipster, Casual",Northern Liberties,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Cantina Dos Segundos,Loud,Yes,Street,$$,11-30,4.0,679,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
